word sentid sentpos wlen surp entropy entred
who 0 0 3 6.24362850189209 0.9156777262687683 0
did 0 1 3 1.0017750263214111 3.8190295696258545 0
he 0 2 2 11.757286071777344 1.6624057292938232 2.1566238403320312
hear 0 3 4 1.1056088209152222 2.6536402702331543 0
that 0 4 4 2.220089912414551 4.534026622772217 0
it 0 5 2 9.152320861816406 3.51485276222229 1.0191738605499268
is 0 6 2 3.119248628616333 6.365687370300293 0
important 0 7 9 9.07120132446289 7.4142022132873535 0
to 0 8 2 5.281495571136475 2.4642133712768555 4.949988842010498
see 0 9 3 5.018611431121826 7.466811656951904 0
? 0 10 1 4.224637985229492 4.72565221786499 2.741159439086914
what 1 0 4 0.145973801612854 0.9156777262687683 0
is 1 1 2 7.24575138092041 3.5097084045410156 0
it 1 2 2 7.923262596130371 7.230973243713379 0
important 1 3 9 10.866509437561035 8.237591743469238 0
that 1 4 4 2.014932155609131 4.171054363250732 4.066537380218506
<unk> 1 5 5 0.26391732692718506 2.082394599914551 2.0886597633361816
buys 1 6 4 12.858009338378906 7.082890033721924 0
? 1 7 1 1.719171166419983 5.291224002838135 1.791666030883789
who 2 0 3 6.24362850189209 0.9156777262687683 0
did 2 1 3 1.0017750263214111 3.8190295696258545 0
he 2 2 2 11.757286071777344 1.6624057292938232 2.1566238403320312
hear 2 3 4 1.1056088209152222 2.6536402702331543 0
that 2 4 4 2.220089912414551 4.534026622772217 0
it 2 5 2 9.152320861816406 3.51485276222229 1.0191738605499268
is 2 6 2 3.119248628616333 6.365687370300293 0
important 2 7 9 9.07120132446289 7.4142022132873535 0
that 2 8 4 0.594080924987793 2.4642133712768555 4.949988842010498
<unk> 2 9 5 0.6928048133850098 3.3298850059509277 0
knows 2 10 5 4.981289863586426 6.758780479431152 0
? 2 11 1 0.21187612414360046 0.8903974890708923 5.86838299036026
where 3 0 5 10.423994064331055 0.9156777262687683 0
did 3 1 3 7.206493854522705 4.311152458190918 0
<unk> 3 2 5 6.811694145202637 1.5005176067352295 2.8106348514556885
tell 3 3 4 9.966458320617676 7.8422112464904785 0
you 3 4 3 5.387429237365723 4.540033340454102 3.302177906036377
that 3 5 4 1.7896592617034912 4.944395542144775 0
she 3 6 3 6.659867763519287 2.739380121231079 2.2050154209136963
went 3 7 4 10.67484188079834 5.471856594085693 0
? 3 8 1 0.7348554134368896 3.360856771469116 2.110999822616577
what 4 0 4 0.145973801612854 0.9156777262687683 0
did 4 1 3 1.0522295236587524 3.5097084045410156 0
he 4 2 2 11.654243469238281 0.9360025525093079 2.5737058520317078
hear 4 3 4 0.19911785423755646 1.0760329961776733 0
that 4 4 4 3.129889488220215 4.248935222625732 0
<unk> 4 5 5 0.44272246956825256 2.952857494354248 1.2960777282714844
does 4 6 4 7.07497501373291 3.1605710983276367 0
not 4 7 3 6.588519096374512 7.158384799957275 0
do 4 8 2 8.411052703857422 3.7602412700653076 3.3981435298919678
? 4 9 1 4.980474948883057 6.3435139656066895 0
what 5 0 4 0.145973801612854 0.9156777262687683 0
did 5 1 3 1.0522295236587524 3.5097084045410156 0
he 5 2 2 11.654243469238281 0.9360025525093079 2.5737058520317078
hear 5 3 4 0.19911785423755646 1.0760329961776733 0
that 5 4 4 3.129889488220215 4.248935222625732 0
<unk> 5 5 5 0.44272246956825256 2.952857494354248 1.2960777282714844
thinks 5 6 6 4.947571277618408 3.1605710983276367 0
their 5 7 5 13.707426071166992 1.683675765991211 1.4768953323364258
car 5 8 3 11.758675575256348 8.379356384277344 0
needed 5 9 6 13.604533195495605 7.578607559204102 0.8007488250732422
to 5 10 2 2.9216513633728027 6.428238868713379 1.1503686904907227
do 5 11 2 4.759066104888916 6.830081939697266 0
? 5 12 1 4.2841362953186035 6.396119117736816 0.4339628219604492
who 6 0 3 6.24362850189209 0.9156777262687683 0
is 6 1 2 6.655819892883301 3.8190295696258545 0
it 6 2 2 10.125985145568848 6.968332767486572 0
probable 6 3 8 15.714842796325684 6.3275532722473145 0.6407794952392578
that 6 4 4 0.6062808632850647 2.2944133281707764 4.033139944076538
<unk> 6 5 5 0.265326589345932 1.898099422454834 0.3963139057159424
helped 6 6 6 11.34436321258545 6.628121852874756 0
? 6 7 1 8.294032096862793 7.995651721954346 0
what 7 0 4 0.145973801612854 0.9156777262687683 0
did 7 1 3 1.0522295236587524 3.5097084045410156 0
they 7 2 4 10.597864151000977 0.9360025525093079 2.5737058520317078
not 7 3 3 17.395219802856445 0.0921277180314064 0.8438748344779015
like 7 4 4 11.938628196716309 0.6625222563743591 0
that 7 5 4 4.404619216918945 6.617102146148682 0
you 7 6 3 10.079957962036133 7.931008338928223 0
read 7 7 4 9.678364753723145 3.767062187194824 4.163946151733398
that 7 8 4 3.330260992050171 3.1880476474761963 0.5790145397186279
<unk> 7 9 5 0.3552306294441223 2.3620641231536865 0.8259835243225098
is 7 10 2 4.666464328765869 5.496880531311035 0
trying 7 11 6 9.005803108215332 7.251113414764404 0
to 7 12 2 0.9001873731613159 4.177709102630615 3.073404312133789
give 7 13 4 8.009057998657227 7.658843517303467 0
you 7 14 3 5.911859512329102 5.772254943847656 1.8865885734558105
? 7 15 1 5.7193827629089355 5.250367641448975 0.5218873023986816
